nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,nomor_jalur,arah_jalur,panjang_jalur,status_pohon, monitoring ,icon,Longitude,Latitude, panjang_pohon ,pangkal_pohon,ujung_pohon,rata_rata_pohon, volume_pohon ,no_produk,image1,image2
561,1904A09SMLJ0000000000132774,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7997996,2.116419398,0,0,0,0,0,0,media/,media/
565,1904A09SMLJ0000000000132782,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7998918,2.116255721,0,0,0,0,0,0,media/,media/
567,1904A09SMLJ0000000000132783,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7999213,2.116080134,0,0,0,0,0,0,media/,media/
568,1904A09SMLJ0000000000132769,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7999329,2.115886375,0,0,0,0,0,0,media/,media/
575,1904A09SMLJ0000000000132770,Meranti Merah,X-08,60,10,SELATAN,656,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7998952,2.115235137,0,0,0,0,0,0,media/,media/
604,1904A09SMLJ0000000000132777,Meranti Merah,X-08,60,11,UTARA,645,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8000743,2.116134486,0,0,0,0,0,0,media/,media/
606,1904A09SMLJ0000000000132778,Meranti Merah,X-08,60,11,UTARA,645,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8000839,2.116399442,0,0,0,0,0,0,media/,media/
610,1904A09SMLJ0000000000132768,Medang,X-08,60,11,UTARA,645,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8000756,2.116716885,0,0,0,0,0,0,media/,media/
615,1904A09SMLJ0000000000132780,Meranti Merah,X-08,60,11,UTARA,645,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7999489,2.117513561,0,0,0,0,0,0,media/,media/
619,1904A09SMLJ0000000000132776,Meranti Merah,X-08,60,11,UTARA,645,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.7998773,2.117980961,0,0,0,0,0,0,media/,media/
681,1904A09SMLJ0000000000132800,Meranti Merah,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8005866,2.114366543,0,0,0,0,0,0,media/,media/
684,1904A09SMLJ0000000000132801,Meranti Merah,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8005918,2.114501384,0,0,0,0,0,0,media/,media/
685,1904A09SMLJ0000000000132789,Meranti Kuning,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8005943,2.114829327,0,0,0,0,0,0,media/,media/
691,1904A09SMLJ0000000000132790,Kempas,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8005057,2.115929524,0,0,0,0,0,0,media/,media/
695,1904A09SMLJ0000000000132791,Meranti Merah,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8004414,2.116348136,0,0,0,0,0,0,media/,media/
702,1904A09SMLJ0000000000132792,Meranti Merah,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.800355,2.117346466,0,0,0,0,0,0,media/,media/
704,1904A09SMLJ0000000000132793,Medang,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8003047,2.118001944,0,0,0,0,0,0,media/,media/
706,1904A09SMLJ0000000000132802,Meranti Merah,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8003208,2.118436245,0,0,0,0,0,0,media/,media/
711,1904A09SMLJ0000000000132794,Meranti Merah,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8002022,2.119087972,0,0,0,0,0,0,media/,media/
717,1904A09SMLJ0000000000132803,Meranti Merah,X-08,60,13,UTARA,642,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8001739,2.119570598,0,0,0,0,0,0,media/,media/
745,1904A09SMLJ0000000000132810,Meranti Merah,X-08,60,14,SELATAN,633,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8006789,2.116354197,0,0,0,0,0,0,media/,media/
746,1904A09SMLJ0000000000132811,Jambu-jambu,X-08,60,14,SELATAN,633,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8007059,2.116290871,0,0,0,0,0,0,media/,media/
748,1904A09SMLJ0000000000132812,Meranti Merah,X-08,60,14,SELATAN,633,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8005819,2.116168532,0,0,0,0,0,0,media/,media/
752,1904A09SMLJ0000000000132813,Meranti Merah,X-08,60,14,SELATAN,633,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8008002,2.115249791,0,0,0,0,0,0,media/,media/
760,1904A09SMLJ0000000000132807,Meranti Merah,X-08,60,15,UTARA,584,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009393,2.115608026,0,0,0,0,0,0,media/,media/
762,1904A09SMLJ0000000000132806,Keranji,X-08,60,15,UTARA,584,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009046,2.115836335,0,0,0,0,0,0,media/,media/
769,1904A09SMLJ0000000000132805,Nyatoh,X-08,60,15,UTARA,584,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009274,2.11629428,0,0,0,0,0,0,media/,media/
771,1904A09SMLJ0000000000132804,Meranti Merah,X-08,60,15,UTARA,584,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009109,2.116392954,0,0,0,0,0,0,media/,media/
806,1904A09SMLJ0000000000132786,Meranti Merah,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009699,2.118890712,0,0,0,0,0,0,media/,media/
807,1904A09SMLJ0000000000132819,Medang,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009751,2.118700826,0,0,0,0,0,0,media/,media/
808,1904A09SMLJ0000000000132830,Meranti Merah,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009481,2.118673682,0,0,0,0,0,0,media/,media/
809,1904A09SMLJ0000000000132818,Meranti Merah,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8011017,2.118456646,0,0,0,0,0,0,media/,media/
810,1904A09SMLJ0000000000132785,Meranti Merah,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8009668,2.118402346,0,0,0,0,0,0,media/,media/
811,1904A09SMLJ0000000000132814,Meranti Merah,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8010269,2.118075644,0,0,0,0,0,0,media/,media/
812,1904A09SMLJ0000000000132784,Meranti Merah,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8010719,2.11801232,0,0,0,0,0,0,media/,media/
815,1904A09SMLJ0000000000132775,Meranti Merah,X-08,60,16,SELATAN,553,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8011169,2.117921854,0,0,0,0,0,0,media/,media/
862,1904A09SMLJ0000000000132795,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8013055,2.118411978,0,0,0,0,0,0,media/,media/
864,1904A09SMLJ0000000000132796,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8012425,2.1184753,0,0,0,0,0,0,media/,media/
866,1904A09SMLJ0000000000132797,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8012458,2.118625824,0,0,0,0,0,0,media/,media/
867,1904A09SMLJ0000000000132815,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8012844,2.118766445,0,0,0,0,0,0,media/,media/
868,1904A09SMLJ0000000000132816,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8012574,2.11880263,0,0,0,0,0,0,media/,media/
870,1904A09SMLJ0000000000132798,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.801287,2.118853362,0,0,0,0,0,0,media/,media/
873,1904A09SMLJ0000000000132817,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.801224,2.118952872,0,0,0,0,0,0,media/,media/
874,1904A09SMLJ0000000000132799,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8013795,2.119175592,0,0,0,0,0,0,media/,media/
875,1904A09SMLJ0000000000132822,Meranti Merah,X-08,60,17,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8012382,2.119289323,0,0,0,0,0,0,media/,media/
887,1904A09SMLJ0000000000132787,Meranti Merah,X-08,60,18,SELATAN,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8015887,2.118308242,0,0,0,0,0,0,media/,media/
889,1904A09SMLJ0000000000132788,Meranti Merah,X-08,60,18,SELATAN,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8016078,2.118162028,0,0,0,0,0,0,media/,media/
890,1904A09SMLJ0000000000132809,Meranti Merah,X-08,60,18,SELATAN,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8016168,2.118143935,0,0,0,0,0,0,media/,media/
902,1904A09SMLJ0000000000132808,Meranti Merah,X-08,60,18,SELATAN,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8017198,2.116598589,0,0,0,0,0,0,media/,media/
924,1904A09SMLJ0000000000132840,Meranti Merah,X-08,60,19,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8018802,2.116074672,0,0,0,0,0,0,media/,media/
933,1904A09SMLJ0000000000132833,Meranti Merah,X-08,60,19,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.801698,2.118647004,0,0,0,0,0,0,media/,media/
935,1904A09SMLJ0000000000132832,Meranti Merah,X-08,60,19,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8017519,2.118764624,0,0,0,0,0,0,media/,media/
939,1904A09SMLJ0000000000132823,Meranti Merah,X-08,60,19,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8017411,2.119078589,0,0,0,0,0,0,media/,media/
941,1904A09SMLJ0000000000132831,Meranti Merah,X-08,60,19,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8017302,2.119330274,0,0,0,0,0,0,media/,media/
943,1904A09SMLJ0000000000132821,Meranti Merah,X-08,60,19,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8017475,2.11942546,0,0,0,0,0,0,media/,media/
948,1904A09SMLJ0000000000132820,Meranti Merah,X-08,60,19,UTARA,554,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8016394,2.119601166,0,0,0,0,0,0,media/,media/
976,1904A09SMLJ0000000000132842,Meranti Merah,X-08,60,20,SELATAN,557,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8018544,2.117620227,0,0,0,0,0,0,media/,media/
978,1904A09SMLJ0000000000132856,Meranti Merah,X-08,60,20,SELATAN,557,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8019263,2.117493576,0,0,0,0,0,0,media/,media/
980,1904A09SMLJ0000000000132839,Meranti Merah,X-08,60,20,SELATAN,557,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020075,2.117374577,0,0,0,0,0,0,media/,media/
984,1904A09SMLJ0000000000132837,Meranti Merah,X-08,60,20,SELATAN,557,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020595,2.116486962,0,0,0,0,0,0,media/,media/
990,1904A09SMLJ0000000000132841,Meranti Merah,X-08,60,20,SELATAN,557,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8019341,2.115843133,0,0,0,0,0,0,media/,media/
998,1904A09SMLJ0000000000132835,Nyatoh,X-08,60,20,SELATAN,557,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021139,2.115277209,0,0,0,0,0,0,media/,media/
1009,1904A09SMLJ0000000000132824,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021421,2.115514424,0,0,0,0,0,0,media/,media/
1011,1904A09SMLJ0000000000132825,Kapur,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021888,2.115672642,0,0,0,0,0,0,media/,media/
1012,1904A09SMLJ0000000000132826,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021708,2.115708829,0,0,0,0,0,0,media/,media/
1013,1904A09SMLJ0000000000132827,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022719,2.115829933,0,0,0,0,0,0,media/,media/
1018,1904A09SMLJ0000000000132836,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022426,2.116541903,0,0,0,0,0,0,media/,media/
1019,1904A09SMLJ0000000000132829,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8022356,2.116675791,0,0,0,0,0,0,media/,media/
1022,1904A09SMLJ0000000000132838,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020787,2.117064025,0,0,0,0,0,0,media/,media/
1026,1904A09SMLJ0000000000132846,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8020767,2.117487584,0,0,0,0,0,0,media/,media/
1027,1904A09SMLJ0000000000132847,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021878,2.117844935,0,0,0,0,0,0,media/,media/
1029,1904A09SMLJ0000000000132848,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021895,2.11811229,0,0,0,0,0,0,media/,media/
1034,1904A09SMLJ0000000000132849,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021681,2.118580055,0,0,0,0,0,0,media/,media/
1037,1904A09SMLJ0000000000132850,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021608,2.118773814,0,0,0,0,0,0,media/,media/
1041,1904A09SMLJ0000000000132851,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8021468,2.119114363,0,0,0,0,0,0,media/,media/
1044,1904A09SMLJ0000000000132852,Meranti Merah,X-08,60,21,UTARA,558,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802133,2.119522658,0,0,0,0,0,0,media/,media/
1052,1904A09SMLJ0000000000132843,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802297,2.119453455,0,0,0,0,0,0,media/,media/
1053,1904A09SMLJ0000000000132844,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023433,2.119399516,0,0,0,0,0,0,media/,media/
1055,1904A09SMLJ0000000000132871,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023458,2.119024507,0,0,0,0,0,0,media/,media/
1057,1904A09SMLJ0000000000132855,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023663,2.118592747,0,0,0,0,0,0,media/,media/
1058,1904A09SMLJ0000000000132872,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023599,2.118242965,0,0,0,0,0,0,media/,media/
1059,1904A09SMLJ0000000000132858,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023869,2.118297251,0,0,0,0,0,0,media/,media/
1061,1904A09SMLJ0000000000132873,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023253,2.118029916,0,0,0,0,0,0,media/,media/
1062,1904A09SMLJ0000000000132874,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023536,2.117825523,0,0,0,0,0,0,media/,media/
1065,1904A09SMLJ0000000000132875,Meranti Merah,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023086,2.117834564,0,0,0,0,0,0,media/,media/
1078,1904A09SMLJ0000000000132876,Jambu-jambu,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023973,2.116833227,0,0,0,0,0,0,media/,media/
1080,1904A09SMLJ0000000000132877,Kempas,X-08,60,22,SELATAN,572,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8023446,2.116684194,0,0,0,0,0,0,media/,media/
1119,1904A09SMLJ0000000000132868,Meranti Merah,X-08,60,23,UTARA,584,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8024871,2.118173051,0,0,0,0,0,0,media/,media/
1126,1904A09SMLJ0000000000132869,Meranti Merah,X-08,60,23,UTARA,584,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8024911,2.119095903,0,0,0,0,0,0,media/,media/
1129,1904A09SMLJ0000000000132870,Meranti Merah,X-08,60,23,UTARA,584,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8024262,2.119435829,0,0,0,0,0,0,media/,media/
1175,1904A09SMLJ0000000000132859,Meranti Merah,X-08,60,25,UTARA,598,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027761,2.115173561,0,0,0,0,0,0,media/,media/
1185,1904A09SMLJ0000000000132860,Meranti Merah,X-08,60,25,UTARA,598,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.802754,2.116911605,0,0,0,0,0,0,media/,media/
1188,1904A09SMLJ0000000000132861,Bangkirai,X-08,60,25,UTARA,598,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027498,2.117281477,0,0,0,0,0,0,media/,media/
1190,1904A09SMLJ0000000000132862,Meranti Merah,X-08,60,25,UTARA,598,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027272,2.117758372,0,0,0,0,0,0,media/,media/
1191,1904A09SMLJ0000000000132863,Meranti Merah,X-08,60,25,UTARA,598,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027407,2.118069591,0,0,0,0,0,0,media/,media/
1192,1904A09SMLJ0000000000132864,Meranti Merah,X-08,60,25,UTARA,598,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027767,2.118078643,0,0,0,0,0,0,media/,media/
1194,1904A09SMLJ0000000000132865,Meranti Merah,X-08,60,25,UTARA,598,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027228,2.118805389,0,0,0,0,0,0,media/,media/
1203,1904A09SMLJ0000000000132886,Meranti Merah,X-08,60,26,SELATAN,606,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029253,2.118911449,0,0,0,0,0,0,media/,media/
1204,1904A09SMLJ0000000000132887,Meranti Merah,X-08,60,26,SELATAN,606,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029094,2.118694779,0,0,0,0,0,0,media/,media/
1207,1904A09SMLJ0000000000132888,Meranti Merah,X-08,60,26,SELATAN,606,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029156,2.118097242,0,0,0,0,0,0,media/,media/
1208,1904A09SMLJ0000000000132889,Meranti Merah,X-08,60,26,SELATAN,606,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029446,2.117936379,0,0,0,0,0,0,media/,media/
1212,1904A09SMLJ0000000000132890,Meranti Merah,X-08,60,26,SELATAN,606,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8027977,2.117392153,0,0,0,0,0,0,media/,media/
1252,1904A09SMLJ0000000000132891,Kempas,X-08,60,27,UTARA,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030899,2.116711781,0,0,0,0,0,0,media/,media/
1265,1904A09SMLJ0000000000132894,Meranti Merah,X-08,60,27,UTARA,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030463,2.117739205,0,0,0,0,0,0,media/,media/
1267,1904A09SMLJ0000000000132895,Meranti Merah,X-08,60,27,UTARA,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030595,2.11801343,0,0,0,0,0,0,media/,media/
1278,1904A09SMLJ0000000000132896,Meranti Merah,X-08,60,27,UTARA,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030652,2.11886966,0,0,0,0,0,0,media/,media/
1280,1904A09SMLJ0000000000132897,Meranti Merah,X-08,60,27,UTARA,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8029973,2.119203921,0,0,0,0,0,0,media/,media/
1281,1904A09SMLJ0000000000132898,Meranti Merah,X-08,60,27,UTARA,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030692,2.119131553,0,0,0,0,0,0,media/,media/
1283,1904A09SMLJ0000000000132899,Meranti Merah,X-08,60,27,UTARA,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030487,2.119321653,0,0,0,0,0,0,media/,media/
1292,1904A09SMLJ0000000000132866,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031665,2.118290156,0,0,0,0,0,0,media/,media/
1293,1904A09SMLJ0000000000132867,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031036,2.118226818,0,0,0,0,0,0,media/,media/
1298,1904A09SMLJ0000000000132878,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031704,2.11680891,0,0,0,0,0,0,media/,media/
1303,1904A09SMLJ0000000000132879,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8032387,2.115823023,0,0,0,0,0,0,media/,media/
1304,1904A09SMLJ0000000000132880,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031661,2.115688762,0,0,0,0,0,0,media/,media/
1305,1904A09SMLJ0000000000132881,Nyatoh,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031288,2.11536518,0,0,0,0,0,0,media/,media/
1306,1904A09SMLJ0000000000132882,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8032367,2.115256628,0,0,0,0,0,0,media/,media/
1307,1904A09SMLJ0000000000132883,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8032001,2.115114984,0,0,0,0,0,0,media/,media/
1309,1904A09SMLJ0000000000132884,Meranti Merah,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8031898,2.114821552,0,0,0,0,0,0,media/,media/
1311,1904A09SMLJ0000000000132885,Keranji,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8030903,2.114609742,0,0,0,0,0,0,media/,media/
1312,1904A09SMLJ0000000000132904,Meranti Kuning,X-08,60,28,SELATAN,604,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8032515,2.114469959,0,0,0,0,0,0,media/,media/
1332,1904A09SMLJ0000000000132905,Meranti Merah,X-08,60,29,UTARA,605,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8032833,2.117506153,0,0,0,0,0,0,media/,media/
1333,1904A09SMLJ0000000000132906,Meranti Merah,X-08,60,29,UTARA,605,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033754,2.117813094,0,0,0,0,0,0,media/,media/
1334,1904A09SMLJ0000000000132907,Meranti Merah,X-08,60,29,UTARA,605,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033854,2.117986674,0,0,0,0,0,0,media/,media/
1335,1904A09SMLJ0000000000132908,Meranti Merah,X-08,60,29,UTARA,605,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8033854,2.118022862,0,0,0,0,0,0,media/,media/
1345,1904A09SMLJ0000000000132909,Meranti Merah,X-08,60,29,UTARA,605,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8032989,2.120125529,0,0,0,0,0,0,media/,media/
1356,1904A09SMLJ0000000000132910,Meranti Merah,X-08,60,30,SELATAN,579,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8037811,2.118702539,0,0,0,0,0,0,media/,media/
1395,1904A09SMLJ0000000000132912,Meranti Merah,X-08,60,30,SELATAN,579,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8035784,2.11516415,0,0,0,0,0,0,media/,media/
1399,1904A09SMLJ0000000000132913,Meranti Merah,X-08,60,30,SELATAN,579,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036257,2.114899186,0,0,0,0,0,0,media/,media/
1402,1904A09SMLJ0000000000132914,Meranti Merah,X-08,60,30,SELATAN,579,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036313,2.114656522,0,0,0,0,0,0,media/,media/
1403,1904A09SMLJ0000000000132915,Meranti Merah,X-08,60,30,SELATAN,579,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8036313,2.114783182,0,0,0,0,0,0,media/,media/
1408,1904A09SMLJ0000000000132900,Meranti Merah,X-08,60,31,UTARA,566,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.80406,2.115839616,0,0,0,0,0,0,media/,media/
1409,1904A09SMLJ0000000000132901,Meranti Merah,X-08,60,31,UTARA,566,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8040151,2.115848657,0,0,0,0,0,0,media/,media/
1411,1904A09SMLJ0000000000132902,Meranti Merah,X-08,60,31,UTARA,566,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8039129,2.116301569,0,0,0,0,0,0,media/,media/
1412,1904A09SMLJ0000000000132903,Meranti Merah,X-08,60,31,UTARA,566,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8039489,2.116337762,0,0,0,0,0,0,media/,media/
1419,1904A09SMLJ0000000000132917,Kapur,X-08,60,31,UTARA,566,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8040497,2.117199396,0,0,0,0,0,0,media/,media/
1420,1904A09SMLJ0000000000132918,Meranti Merah,X-08,60,31,UTARA,566,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.8040474,2.117396033,0,0,0,0,0,0,media/,media/
1424,1904A09SMLJ0000000000132919,Medang,X-08,60,31,UTARA,566,POHON TEBANG,Belum Tebang,icon/young_tree.svg,116.803909,2.117962215,0,0,0,0,0,0,media/,media/
