nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,Group,Icon,nomor_jalur,no_produk,rata_rata_pohon,panjang_pohon,pangkal_pohon,ujung_pohon,volume_pohon,arah_jalur,Latitude,Longitude,status_tebang,panjang_jalur,status_pohon,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image3Caption,Image3Source,Image3SourceLink,Image4,Image4Caption,Image4Source,Image4SourceLink,chart_link
902,1904A09SMLJ0000000000138728,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,25,,,,,,,UTARA,2.107017828,116.8233812,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
914,1904A09SMLJ0000000000138739,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,25,,,,,,,UTARA,2.110374086,116.8234845,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
915,1904A09SMLJ0000000000138730,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,25,,,,,,,UTARA,2.110460609,116.8235494,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
916,1904A09SMLJ0000000000138740,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,25,,,,,,,UTARA,2.110961802,116.8235995,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
918,1904A09SMLJ0000000000138731,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,25,,,,,,,UTARA,2.111375651,116.8236812,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
919,1904A09SMLJ0000000000138741,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,25,,,,,,,UTARA,2.111420871,116.8235463,Belum Tebang,717,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
928,1904A09SMLJ0000000000138725,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.112997358,116.8239294,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
932,1904A09SMLJ0000000000138710,Medang,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.111549986,116.8237774,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
934,1904A09SMLJ0000000000138472,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.111486655,116.8237684,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
937,1904A09SMLJ0000000000138473,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.110771038,116.823759,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
938,1904A09SMLJ0000000000139418,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.110721698,116.8238843,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
947,1904A09SMLJ0000000000139420,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.109738549,116.8237647,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
951,1904A09SMLJ0000000000138476,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.109150912,116.8236958,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
952,1904A09SMLJ0000000000139423,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.109074689,116.8237727,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
957,1904A09SMLJ0000000000138477,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.108038538,116.8235728,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
958,1904A09SMLJ0000000000139425,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.108011405,116.8236447,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
960,1904A09SMLJ0000000000139426,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.107587326,116.8236381,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
964,1904A09SMLJ0000000000139427,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.106711067,116.8236447,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
965,1904A09SMLJ0000000000139428,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.106606626,116.8235902,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
966,1904A09SMLJ0000000000139429,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.106420763,116.8235536,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
967,1904A09SMLJ0000000000139430,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,26,,,,,,,SELATAN,2.106357436,116.8235806,Belum Tebang,767,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
969,1904A09SMLJ0000000000139443,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.106319902,116.8237749,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
970,1904A09SMLJ0000000000139442,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.10635609,116.8237659,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
977,1904A09SMLJ0000000000139440,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.106706713,116.8236831,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
986,1904A09SMLJ0000000000139424,Medang,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.10739068,116.8236937,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
988,1904A09SMLJ0000000000144140,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.107487651,116.823805,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
991,1904A09SMLJ0000000000139422,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.108452976,116.8238338,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
992,1904A09SMLJ0000000000139438,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.108525366,116.8239417,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
995,1904A09SMLJ0000000000139439,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.109818535,116.8239519,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1000,1904A09SMLJ0000000000138735,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.110999062,116.8241053,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1001,1904A09SMLJ0000000000138734,Keranji,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.111211247,116.8241192,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1002,1904A09SMLJ0000000000139417,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.111474546,116.8240437,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1003,1904A09SMLJ0000000000138733,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.111546932,116.8241156,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1005,1904A09SMLJ0000000000139416,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.111768026,116.82402,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1012,1904A09SMLJ0000000000138732,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,27,,,,,,,UTARA,2.112808925,116.8241325,Belum Tebang,796,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1017,1904A09SMLJ0000000000144141,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.112665816,116.8243191,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1029,1904A09SMLJ0000000000139437,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.11194516,116.824299,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1032,1904A09SMLJ0000000000139462,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.111455159,116.8241561,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1034,1904A09SMLJ0000000000139436,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.111195934,116.8242366,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1042,1904A09SMLJ0000000000139461,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.110391322,116.8240913,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1046,1904A09SMLJ0000000000139431,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.108351691,116.8240933,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1049,1904A09SMLJ0000000000139460,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.107883956,116.8240952,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1050,1904A09SMLJ0000000000139459,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,28,,,,,,,SELATAN,2.107779122,116.8239572,Belum Tebang,802,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1054,1904A09SMLJ0000000000139444,Medang,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.106383112,116.824332,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1056,1904A09SMLJ0000000000139445,Kapur,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.107797581,116.8243854,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1060,1904A09SMLJ0000000000139446,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.108771171,116.824375,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1061,1904A09SMLJ0000000000139432,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.108789261,116.824339,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1062,1904A09SMLJ0000000000139447,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.109218835,116.8244755,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1064,1904A09SMLJ0000000000139448,Nyatoh,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.110037145,116.8244882,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1066,1904A09SMLJ0000000000139433,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.10935986,116.8243686,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1070,1904A09SMLJ0000000000139449,Meranti Putih,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.110635903,116.8244673,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1075,1904A09SMLJ0000000000139450,Keruing,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.111782022,116.8245286,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1076,1904A09SMLJ0000000000139451,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.112026035,116.8246175,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1077,1904A09SMLJ0000000000139452,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.112370743,116.8245431,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1079,1904A09SMLJ0000000000139453,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.11272377,116.82459,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1080,1904A09SMLJ0000000000139481,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,29,,,,,,,UTARA,2.113341551,116.8246832,Belum Tebang,814,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1085,1904A09SMLJ0000000000139463,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.112529929,116.8247489,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1086,1904A09SMLJ0000000000139464,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.112287588,116.8247413,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1090,1904A09SMLJ0000000000139484,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.111331079,116.8247832,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1091,1904A09SMLJ0000000000139485,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.111303926,116.8246843,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1092,1904A09SMLJ0000000000139454,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.110977277,116.82473,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1099,1904A09SMLJ0000000000139466,Keranji,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.108883305,116.8244983,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1100,1904A09SMLJ0000000000139488,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.108838079,116.8245793,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1101,1904A09SMLJ0000000000139467,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.108689867,116.8244988,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1102,1904A09SMLJ0000000000139468,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.108644627,116.8244628,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1103,1904A09SMLJ0000000000139469,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.108626533,116.8244628,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1104,1904A09SMLJ0000000000139470,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.108507552,116.8244813,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1105,1904A09SMLJ0000000000139471,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.10844422,116.8244634,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1106,1904A09SMLJ0000000000139490,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.108436854,116.824572,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1108,1904A09SMLJ0000000000139472,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.107995379,116.824439,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1111,1904A09SMLJ0000000000139504,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.107927574,116.8245742,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1116,1904A09SMLJ0000000000144142,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,30,,,,,,,SELATAN,2.107471011,116.824468,Belum Tebang,821,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1125,1904A09SMLJ0000000000139503,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.10794642,116.8247182,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1129,1904A09SMLJ0000000000139501,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.108895901,116.8246772,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1130,1904A09SMLJ0000000000139458,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.10897548,116.824776,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1131,1904A09SMLJ0000000000139457,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.1091067,116.8246684,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1132,1904A09SMLJ0000000000139489,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.10932889,116.8246327,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1133,1904A09SMLJ0000000000139456,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.109356043,116.8247406,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1136,1904A09SMLJ0000000000139487,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.109766753,116.8248265,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1137,1904A09SMLJ0000000000139486,Keruing,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.110428343,116.824789,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1138,1904A09SMLJ0000000000139455,Kapur,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.110555013,116.8248789,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1147,1904A09SMLJ0000000000139483,Kapur,X-16,66,Pohon Muda,icon/young_tree.svg,31,,,,,,,UTARA,2.112109482,116.8248892,Belum Tebang,630,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1161,1904A09SMLJ0000000000139498,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.113136986,116.8251109,Belum Tebang,608,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
1163,1904A09SMLJ0000000000139475,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,32,,,,,,,SELATAN,2.112978222,116.8250871,Belum Tebang,608,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
